FName,LName,AreaCode,Phone,City,State,Zip,MaritalStatus,HasChild,Salary,Rate,SingleExemp,ChildExemp
Landon,Devries, 785,125-1973,SAINT GEORGE,KS,66535,S,N,21500,4.778333,2250,0
Sissel,Zisserman, 605,113-1184,HERREID,SD,57632,M,Y,3000,0.0,0,0
Elaine,Ghalwash, 405,160-1038,WEWOKA,OK,74884,M,N,42000,6.25,0,0
Josiah,Turcotte, 401,138-1783,PROVIDENCE,RI,02907,M,Y,62000,0.0,0,0
Hidenori,Quiroz, 650,120-1756,IMPERIAL,CA,92251,M,N,54000,9.3,0,0
Neli,Poli, 334,107-1610,SCOTTSBORO,AL,35768,S,Y,81000,5.0,1500,300
Huzur,Leinemann, 312,168-2094,URBANA,IL,61803,S,N,17500,3.0,2000,0
Hongji,Zlotek, 423,141-1059,EIDSON,TN,37731,S,N,61500,0.0,0,0
Bruno,Lenhof, 207,144-1832,HAMPDEN,ME,04444,M,Y,78500,8.5,0,2850
Carlo,Legget, 314,103-1595,LOHMAN,MO,65053,M,N,42000,6.0,0,0
Yonathan,Bein, 505,148-1805,UTE PARK,NM,87749,M,N,93000,5.3,0,0
Jeretta,Billington, 401,126-2018,PROVIDENCE,RI,02903,S,N,68000,0.0,0,0
Michiharu,Ravishankar, 252,181-1251,CONCORD,NC,28025,S,N,99000,7.8094406,3300,0
Ennio,Lavie, 262,114-1772,LUXEMBURG,WI,54217,M,Y,44500,5.2195973,0,400
JiYoung,Pietak, 913,170-1338,FRANKFORT,KS,66427,M,Y,80500,6.45,0,2250
Stacia,Scherl, 939,169-1152,PONCE,PR,00732,M,Y,18000,0.0,0,0
Sonu,Daws, 351,132-2049,COTUIT,MA,02635,S,N,74500,5.3,3575,0
Tatsunori,Maarek, 870,105-1812,PORTIA,AR,72457,M,N,35000,7.0,0,0
Johanan,Quesada, 207,125-1225,AUBURN,ME,04211,M,Y,73000,8.5,0,2850
Ahuva,McNicholl, 985,131-1824,BARATARIA,LA,70036,S,N,90500,6.0,4500,0
Jindong,Samadzadeh, 321,145-1120,HOMESTEAD,FL,33092,S,N,6000,0.0,0,0
Aida,Dairiki, 337,158-1728,PELICAN,LA,71063,S,N,85500,6.0,4500,0
Tepparit,Kirschenbaum, 208,184-1933,CLAYTON,ID,83227,S,Y,69000,7.8,3300,3300
Friederike,Anrig, 980,111-1608,REIDSVILLE,NC,27320,M,N,54000,6.8653846,0,0
Gagan,Picci, 858,115-1520,NICOLAUS,CA,95659,S,N,56000,9.3,87,0
Windsor,Georgakopoulos, 443,113-2080,SPARKS GLENCOE,MD,21152,M,N,95000,4.75,0,0
Hyunmin,Wilhite, 608,177-1404,MEDFORD,WI,54451,S,N,88500,5.9841037,700,0
Igor,Theimer, 616,176-1177,PENTWATER,MI,49449,M,N,32000,3.9,0,0
Wanqing,Champagne, 917,194-1354,ITHACA,NY,14851,M,N,2000,4.0,0,0
Lionello,Irshid, 912,123-1602,VALDOSTA,GA,31606,S,Y,2000,2.0,2700,3000
Astrid,Kreuer, 303,145-1569,LYONS,CO,80540,M,N,25500,4.63,0,0
Waseem,Shillner, 304,128-1535,BLOOMINGROSE,WV,25024,S,Y,33000,4.61,2000,2000
Shaygan,Luukkainen, 603,150-1124,NEWFIELDS,NH,03856,S,Y,64500,0.0,0,0
Dongchang,Kirkgoze, 302,178-1088,FRANKFORD,DE,19945,M,Y,61500,5.95,0,110
Yinlin,Blackall, 505,180-2072,TERERRO,NM,87573,M,Y,10000,3.2428572,0,3300
Kishore,Neufeld, 956,124-1112,LONGVIEW,TX,75601,M,Y,73000,0.0,0,0
Xiong,Trivett, 316,181-2002,WICHITA,KS,67214,S,N,70000,6.45,2250,0
Meenakshisundaram,Birrer, 702,198-1654,RENO,NV,89507,M,N,43000,0.0,0,0
Tzvi,Balder, 502,188-1505,LEXINGTON,KY,40536,S,N,63000,5.333333,20,0
Fons,Foyster, 256,115-1620,TUSCALOOSA,AL,35405,S,Y,36000,5.0,1500,300
Chetan,Schicker, 406,170-1031,ROUNDUP,MT,59072,M,N,80000,6.9,0,0
Elvira,Evers, 757,156-1244,ELKTON,VA,22827,M,N,91500,5.75,0,0
Sovanna,Heuvel, 863,130-1933,PENSACOLA,FL,32516,M,N,93000,0.0,0,0
Tsvetan,Roure, 316,120-1637,GLADE,KS,67639,S,Y,11000,3.5,2250,2250
Genjiro,Simao, 603,170-1132,OSSIPEE,NH,03864,M,N,56500,0.0,0,0
Yibei,Navazio, 856,153-1664,RIO GRANDE,NJ,08242,M,N,40500,1.7233021,0,0
Peder,Hakonen, 253,166-1105,YAKIMA,WA,98903,S,N,16500,0.0,0,0
Manuel,Khare, 719,132-1023,GREELEY,CO,80634,S,N,98000,4.63,0,0
Mee,Xiaoshan, 786,120-1120,DAVENPORT,FL,33837,S,Y,6500,0.0,0,0
Lam,Verster, 925,153-1914,MATHER,CA,95655,M,N,92500,9.3,0,0
Marie,Bravoco, 304,165-2063,ARNOLDSBURG,WV,25234,M,Y,18000,3.56,0,2000
Liuba,Musliner, 401,169-1749,CRANSTON,RI,02910,M,N,67000,0.0,0,0
Gouhua,Giacobazzi, 302,114-1646,WILMINGTON,DE,19807,S,N,40000,4.586364,110,0
Narendra,Caine, 720,106-1626,WALSH,CO,81090,S,N,76000,4.63,0,0
Nipon,Grignetti, 406,131-1272,SUPERIOR,MT,59872,M,N,11500,5.6793103,0,0
Yoshiko,Cornelius, 816,170-1293,BRAYMER,MO,64624,M,Y,33000,6.0,0,1200
Ernestina,Villoldo, 904,174-2075,GIBSONTON,FL,33534,M,Y,72000,0.0,0,0
Ytha,Minas, 605,160-1128,KELDRON,SD,57634,M,Y,42500,0.0,0,0
Giampio,Bashkow, 507,196-1320,COMSTOCK,MN,56525,S,N,95000,7.85,3300,0
Latha,Svjatnyi, 386,150-1378,FORT LAUDERDALE,FL,33326,S,N,87000,0.0,0,0
Shipei,Relihan, 850,178-1777,JACKSONVILLE,FL,32207,M,N,39000,0.0,0,0
Kalyanmoy,Partee, 801,189-1760,DUGWAY,UT,84022,S,Y,81500,7.0,2475,2475
Raimonds,Hainaut, 708,144-1132,CHAMPAIGN,IL,61825,S,Y,35500,3.0,2000,2000
Wilmer,Thoresen, 919,125-1731,CHADBOURN,NC,28431,S,Y,70500,7.2115383,3300,3300
Kavindra,Flank, 505,183-1637,ARENAS VALLEY,NM,88022,M,N,94500,5.3,0,0
Soheil,Nykanen, 440,144-1415,PIONEER,OH,43554,S,N,15000,1.0439488,1300,0
Asham,Litecky, 202,110-1361,WASHINGTON,DC,20534,M,N,16000,5.85,0,0
Naomi,Hallman, 808,182-1893,NAALEHU,HI,96772,M,N,48500,8.25,0,0
Danae,Wiggert, 712,178-1664,THOR,IA,50591,M,Y,32000,5.104188,0,40
Rosalind,Witzgall, 713,145-1691,RIO VISTA,TX,76093,S,Y,59000,0.0,0,0
Zhiping,Iverson, 931,198-1826,LIBERTY,TN,37095,S,N,22500,0.0,0,0
Reiji,Govert, 478,165-1096,SHANNON,GA,30172,M,N,48000,6.0,0,0
Jianxiu,Randi, 706,155-1123,DULUTH,GA,30098,M,Y,31500,6.0,0,3000
Loe,Srihari, 352,166-1595,PAXTON,FL,32538,S,Y,2500,0.0,0,0
Jana,Beetstra, 419,167-1096,UNIONVILLE,OH,44088,S,N,57500,2.454731,1300,0
Christiane,Bergsten, 507,146-1707,LAKE BRONSON,MN,56734,S,Y,92000,7.85,3300,3300
Dongming,Eldridge, 865,156-1698,ELIZABETHTON,TN,37643,M,Y,28500,0.0,0,0
Loet,Hutton, 716,176-1050,DOBBS FERRY,NY,10522,M,N,60500,4.304116,0,0
Yuchen,Gide, 337,145-1511,PIERRE PART,LA,70339,M,N,8500,2.0,0,0
Aruna,Zampieri, 971,114-1957,PLEASANT HILL,OR,97455,M,N,11000,9.0,0,0
Friederike,Viereck, 970,196-1128,ORCHARD,CO,80649,S,N,68500,4.63,0,0
Matthias,Escriba, 615,115-1559,ETHRIDGE,TN,38456,M,N,85500,0.0,0,0
Neophytos,Birdsall, 910,148-1986,ARAPAHOE,NC,28510,M,Y,17500,6.0996504,0,3300
Ramamohanrao,Krylov, 906,167-1272,WHITMORE LAKE,MI,48189,S,N,50500,3.9,3100,0
Philippos,Fleet, 763,144-1021,SILVER CREEK,MN,55380,M,N,29500,5.8297224,0,0
Petre,Devgan, 270,181-1510,BEVINSVILLE,KY,41606,S,Y,70500,5.75,20,20
Yuichiro,Kaiser, 339,180-1538,WEST STOCKBRIDGE,MA,01266,S,Y,7000,5.3,3575,1000
Arturo,Fierens, 208,147-1770,HAGERMAN,ID,83332,S,N,62500,7.8,3300,0
Jerzy,Gorn, 973,127-1797,SOUTH BOUND BROOK,NJ,08880,M,N,95000,2.5828125,0,0
Enid,Hammerle, 404,177-2010,BUFORD,GA,30519,M,Y,57000,6.0,0,3000
Healfdene,Jowett, 336,115-1106,GOLDSBORO,NC,27533,S,Y,19000,6.131119,3300,3300
Djordje,Lukassen, 405,155-1478,KIOWA,OK,74553,S,N,77500,6.25,1000,0
Nipun,Denna, 435,122-2089,HOLDEN,UT,84636,S,N,25500,7.0,2475,0
Bouchaib,Hilliard, 801,182-2004,SALT LAKE CITY,UT,84184,M,N,28500,7.0,0,0
Leonhard,Rino, 918,107-1171,OKARCHE,OK,73762,M,N,45500,6.25,0,0
Stephen,Paterakis, 202,190-2009,WASHINGTON,DC,20055,S,Y,90500,9.0,1370,1370
Michelle,Leban, 860,187-1926,WALLINGFORD,CT,06493,S,Y,4500,3.0,12750,0
Amy,Cousins, 510,113-1175,ESCONDIDO,CA,92025,S,Y,14000,2.8133085,87,272
Dhaval,Kesavan, 318,103-1952,IOTA,LA,70543,M,N,13500,2.32,0,0
Kiyoharu,Petrovic, 302,193-1663,NEWARK,DE,19725,S,Y,62000,5.95,110,110
Miae,Cheikes, 281,182-1787,ABILENE,TX,79699,M,N,23000,0.0,0,0
Shauying,Sekita, 803,144-1214,HILTON HEAD ISLAND,SC,29926,M,N,76500,7.0,0,0
Rajkumar,Cenzer, 601,110-1713,CLINTON,MS,39060,M,Y,32500,5.0,0,1500
Ramkrishnan,Henftling, 952,199-1693,STEPHEN,MN,56757,S,N,4000,5.35,3300,0
Ermanno,Bhattacharjee, 606,180-1319,HARDINSBURG,KY,40143,M,Y,58500,5.083333,0,20
Yijie,Biancardi, 805,193-1767,TAHOE VISTA,CA,96148,M,Y,55000,9.3,0,272
Palle,Poulsen, 907,190-1434,AKUTAN,AK,99553,M,Y,13000,0.0,0,0
Liba,Veijalainen, 939,178-1583,SAN GERMAN,PR,00683,S,N,3000,0.0,0,0
Penousal,Rayna, 620,125-1659,SOLOMON,KS,67480,M,Y,55500,6.45,0,2250
Jongho,Egg, 202,173-1625,WASHINGTON,DC,20245,S,Y,26000,8.1,1370,1370
Russel,Zajac, 304,188-1384,TORNADO,WV,25202,M,N,36000,4.8199997,0,0
Merik,Samarati, 603,124-1513,WEST PETERBOROUGH,NH,03468,M,Y,25500,0.0,0,0
Felice,Scherberger, 308,107-1076,NELIGH,NE,68756,S,N,96000,6.84,103,0
Giannis,Lothe, 479,123-1887,WILMAR,AR,71675,S,N,94500,7.0,20,0
Guanghui,Zschoche, 601,150-1526,TOOMSUBA,MS,39364,S,N,14500,5.0,6000,0
Oivind,Vassilyev, 646,126-1251,MASSENA,NY,13662,M,N,66500,4.338872,0,0
Kouzou,Huxford, 351,161-1648,BARRE,MA,01005,S,Y,80500,5.3,3575,1000
Gultekin,Broomell, 913,180-1383,ARGONIA,KS,67004,S,Y,75000,6.45,2250,2250
Rok,Recce, 443,158-1489,TAKOMA PARK,MD,20912,S,Y,14000,4.75,2400,2400
Tristan,Worn, 402,133-1236,OSCEOLA,NE,68651,M,N,26500,6.84,0,0
Krisda,Budzinski, 606,166-1906,WINDSOR,KY,42565,M,Y,4500,2.0833333,0,20
Mamoun,Berstel, 567,157-1936,CHRISTIANSBURG,OH,45389,S,N,84500,3.3509922,1300,0
Gara,Chinal, 205,194-1855,CAMPBELL,AL,36727,S,N,43500,5.0,1500,0
Onno,Pinchuk, 484,114-1923,PITTSBURGH,PA,15259,M,N,68500,3.07,0,0
Weimin,Raghavendra, 785,144-2030,MUNDEN,KS,66959,S,Y,17000,3.8933334,2250,2250
Facundo,Quesada, 702,182-1191,LAS VEGAS,NV,89142,M,Y,76000,0.0,0,0
Nirmal,Reck, 773,132-1394,BLOOMINGTON,IL,61710,M,Y,76500,3.0,0,2000
Narayana,Kadyamatimba, 301,130-1068,EDGEWATER,MD,21037,S,N,82000,4.75,2400,0
Therese,Asuru, 808,179-1597,HONOLULU,HI,96814,S,Y,23500,5.2756577,1040,1040
Fahiem,Cliff, 319,121-1553,BUFFALO,IA,52728,M,N,47000,7.4198565,0,0
Juregn,Vicolov, 425,148-1139,YAKIMA,WA,98908,S,N,72500,0.0,0,0
Johanan,Dillet, 260,166-1624,AVILLA,IN,46710,M,Y,2500,3.4,0,1000
Dipankar,Serconek, 605,116-2083,VIRGIL,SD,57379,M,Y,82000,0.0,0,0
Gift,Witt, 208,115-1060,EMMETT,ID,83617,S,Y,76000,7.8,3300,3300
Satyamurthy,Tavs, 802,160-1571,WELLS RIVER,VT,05081,M,Y,11500,3.6,0,3300
Maheswara,Luan, 314,178-1892,AUGUSTA,MO,63332,M,Y,79500,6.0,0,1200
Luba,Shooman, 319,191-1779,GILMAN,IA,50106,S,Y,23500,3.7919755,40,40
Lidia,Lindqvist, 608,159-1344,DICKEYVILLE,WI,53808,S,N,75500,5.758227,700,0
Weiming,Zeidenstein, 901,119-1280,MEMPHIS,TN,38114,M,N,66000,0.0,0,0
Zhenyi,Kupsch, 541,133-1050,KENT,OR,97033,S,Y,36500,9.0,159,159
Fatimah,Lafuente, 334,168-2017,MONTGOMERY,AL,36119,S,N,29500,5.0,1500,0
Shamim,Rabagliati, 215,115-1903,BRODHEADSVILLE,PA,18322,S,Y,13000,3.07,0,0
Masanobu,Loubersac, 571,188-1204,STUDLEY,VA,23162,M,Y,32000,5.75,0,900
Jory,Amrhein, 208,135-1549,CHESTER,ID,83421,M,N,30500,7.8,0,0
Shaleah,Loiselle, 541,169-1392,PORTLAND,OR,97238,S,Y,17000,9.0,159,159
Daishiro,Schappert, 859,174-1834,VAN LEAR,KY,41265,M,N,29500,3.4722223,0,0
MenChow,Cypher, 406,137-1643,BUTTE,MT,59750,S,Y,96500,6.9,1900,1900
Zhongde,Blaschek, 559,190-1652,ROSEVILLE,CA,95661,M,Y,35000,7.7709284,0,272
Bong,Rizk, 251,111-1532,GULF SHORES,AL,36547,S,N,87500,5.0,1500,0
Shmuel,Hader, 720,185-1167,BOND,CO,80423,M,N,8000,4.63,0,0
Pascale,Oberhauser, 602,189-1074,PHOENIX,AZ,85030,M,Y,52500,3.52875,0,2300
Cassio,Kopanas, 775,108-1523,LAS VEGAS,NV,89127,M,N,44500,0.0,0,0
Helaman,Louis, 860,102-1592,WEST HARTFORD,CT,06117,M,Y,89500,5.0,0,0
Berl,Tenopir, 808,110-1099,VOLCANO,HI,96785,M,N,27000,5.906579,0,0
Jega,Omicini, 775,198-1875,RENO,NV,89502,M,Y,49000,0.0,0,0
Adam,Billard, 574,113-1530,EVANSVILLE,IN,47731,S,Y,89500,3.4,1000,1000
Wanping,Perkins, 603,159-1445,HINSDALE,NH,03451,S,N,94000,0.0,0,0
Emeka,Berczuk, 202,131-1420,WASHINGTON NAVY YARD,DC,20374,M,N,93500,9.0,0,0
Mokhtar,Merico, 732,166-2037,SAYREVILLE,NJ,08871,M,N,69500,2.1806562,0,0
Stacie,Campagnoni, 304,171-1817,GALLOWAY,WV,26349,M,Y,65000,6.5,0,2000
Dace,Despeyroux, 208,104-1583,REXBURG,ID,83460,M,N,25000,7.8,0,0
Roberta,Faradzev, 302,155-1264,HARTLY,DE,19953,M,N,45500,4.961364,0,0
Yoav,Lauppert, 505,126-1293,ZUNI,NM,87327,S,Y,3000,1.7,3300,3300
Isidor,Salman, 703,181-1267,JAMESVILLE,VA,23398,S,N,28000,5.75,900,0
Can,Lanka, 208,186-1868,FERDINAND,ID,83526,S,N,54500,7.8,3300,0
Alissa,Guttag, 225,123-1627,NEW ORLEANS,LA,70181,M,Y,39000,6.0,0,1000
Man,VanScheik, 608,149-1475,MARKESAN,WI,53946,S,Y,43000,5.193535,700,400
Kepa,Kopetz, 702,184-1668,SPARKS,NV,89436,S,Y,11000,0.0,0,0
Henny,Reeker, 907,102-1025,KETCHIKAN,AK,99901,S,Y,18000,0.0,0,0
Petia,Mecking, 787,168-1429,SAN JUAN,PR,00955,S,Y,5500,0.0,0,0
Truong,Bhanu, 920,182-1193,CUDAHY,WI,53110,M,N,41500,5.167472,0,0
Billur,Welcome, 605,178-2079,OLDHAM,SD,57051,M,Y,48000,0.0,0,0
Kimberly,Spielman, 907,121-1660,MOOSE PASS,AK,99631,M,Y,48000,0.0,0,0
Hanns,Palensky, 207,104-1580,ROUND POND,ME,04564,M,N,64500,8.5,0,0
Quinn,Hadjidimos, 808,197-1875,HONOLULU,HI,96822,S,N,49500,8.25,1040,0
Thong,Nayani, 775,127-1668,JACKPOT,NV,89825,S,N,47500,0.0,0,0
Kia,Kanj, 334,153-1679,TUSCALOOSA,AL,35405,S,Y,94000,5.0,1500,300
Trebor,Delannoy, 401,174-1991,CAROLINA,RI,02812,S,Y,28000,0.0,0,0
Brailey,Bahr, 769,162-1381,CRYSTAL SPRINGS,MS,39059,M,N,95500,5.0,0,0
Wujia,Suhnel, 305,136-2089,SAINT AUGUSTINE,FL,32092,M,Y,93500,0.0,0,0
Bozhidar,Giovini, 304,125-1651,BEESON,WV,24714,S,N,88000,6.5,2000,0
Sitvanit,Kulabas, 603,195-1238,NASHUA,NH,03061,M,Y,61000,0.0,0,0
Marias,Krauter, 603,161-1742,HUDSON,NH,03051,S,N,92000,0.0,0,0
Uli,Aponte, 601,134-2056,JACKSON,MS,39206,S,Y,59500,5.0,6000,1500
Domine,Giesl, 740,101-1291,VANDALIA,OH,45377,S,N,6000,0.7451949,1300,0
Katsuhiro,Blaauw, 615,163-1094,KINGSPORT,TN,37664,S,N,65000,0.0,0,0
Juval,Yeom, 646,174-1538,BROOKLYN,NY,11244,S,Y,65500,4.3330793,0,1000
Angela,Telerman, 207,124-1036,FARMINGTON FALLS,ME,04940,S,N,31000,8.5,2850,0
Edward,Bestgen, 541,168-1155,PROSPECT,OR,97536,M,Y,41500,9.0,0,159
Christoper,Lukasiewicz, 952,117-1214,GOOD THUNDER,MN,56037,M,N,96000,7.85,0,0
Heekuck,Barthes, 808,139-2053,HONOLULU,HI,96821,S,N,97500,8.25,1040,0
Honari,Altenkirch, 702,180-1718,CALIENTE,NV,89008,M,N,21000,0.0,0,0
Volker,Kroha, 262,110-1252,DOWNING,WI,54734,S,Y,86500,5.949353,700,400
Anneliese,Mimpen, 912,104-1732,ALSTON,GA,30412,S,Y,91500,6.0,2700,3000
Rinie,Gorenstein, 617,196-1971,CHICOPEE,MA,01020,S,N,69000,5.3,3575,0
Gesualdo,Decaestecker, 732,176-1038,PLAINFIELD,NJ,07062,S,Y,51000,1.8888958,1000,1500
Tamer,Plaxton, 270,144-1705,LOUISVILLE,KY,40215,M,N,94000,6.0,0,0
Kish,Tausch, 207,108-1940,LINCOLN,ME,04457,S,Y,40500,8.5,2850,2850
Rae,Kubela, 410,179-1730,MAUGANSVILLE,MD,21767,M,N,58500,4.75,0,0
Biswa,Seghrouchni, 928,104-1362,SCOTTSDALE,AZ,85250,M,Y,95500,4.19525,0,2300
Shinji,Guil, 337,190-2058,POWHATAN,LA,71066,M,Y,15500,2.96,0,1000
Suzette,Senzako, 435,105-1695,SALT LAKE CITY,UT,84145,S,Y,88000,7.0,2475,2475
Kishore,Skala, 612,122-1792,CLIMAX,MN,56523,M,N,49500,6.8969584,0,0
Jans,Galdes, 219,134-1684,JEFFERSONVILLE,IN,47133,S,Y,25500,3.4,1000,1000
Bhupinder,Tatsuta, 406,126-1005,REED POINT,MT,59069,M,Y,97500,6.9,0,1900
Tetsuro,Banning, 808,116-1451,ELEELE,HI,96705,S,Y,38500,7.979605,1040,1040
Darlene,Hjaresen, 260,142-1526,COAL CITY,IN,47427,S,Y,69500,3.4,1000,1000
Muralidhar,Furlanello, 641,181-1859,ELKPORT,IA,52044,S,N,90500,8.98,40,0
Shaogang,Bensaou, 320,166-1354,RUSSELL,MN,56169,M,Y,83000,7.85,0,3300
Marlis,Krone, 432,105-1317,TEXARKANA,TX,75599,M,N,39500,0.0,0,0
Haijo,Mints, 801,171-1824,SANTAQUIN,UT,84655,S,Y,49000,7.0,2475,2475
Nadjiba,Cater, 715,128-1987,BELDENVILLE,WI,54003,M,N,18000,4.759156,0,0
Darek,Wilm, 207,116-1287,HARTLAND,ME,04943,M,N,61000,8.5,0,0
Odoardo,Goke, 910,163-1792,CHARLOTTE,NC,28215,M,N,40500,6.5821676,0,0
Wade,Challab, 402,176-1938,BLAIR,NE,68008,S,N,59000,6.84,103,0
Malik,Zunino, 701,163-1035,CAYUGA,ND,58013,M,Y,86500,2.7584395,0,3300
Willm,Watrin, 989,144-1200,FENWICK,MI,48834,M,Y,66000,3.9,0,3100
Mitsugu,Iwadare, 351,155-1703,WABAN,MA,02468,M,N,98500,5.3,0,0
Sabah,Whitelock, 769,190-2003,SEBASTOPOL,MS,39359,S,Y,97500,5.0,6000,1500
Vivian,Wild, 701,130-1355,PEMBINA,ND,58271,S,N,31000,2.1150699,3300,0
Soraya,Papelis, 304,179-1265,BRADSHAW,WV,24817,S,N,71000,6.5,2000,0
Gilles,Kirkham, 717,196-1149,WEST CHESTER,PA,19380,M,N,73000,3.07,0,0
Rumjana,Hemerly, 704,123-1648,ZEBULON,NC,27597,M,Y,92000,7.662587,0,3300
Piyu,Rembowski, 607,179-2013,BOLIVAR,NY,14715,M,N,67000,4.3417683,0,0
Jihad,Bellmore, 605,154-1974,BUFFALO GAP,SD,57722,M,Y,28000,0.0,0,0
Muffy,Lauppert, 304,183-1977,INWOOD,WV,25428,S,Y,53500,6.045,2000,2000
Noriko,Touati, 253,105-1015,SELAH,WA,98942,S,N,17500,0.0,0,0
Peiwei,Nonnengart, 225,189-1518,LEESVILLE,LA,71446,M,Y,80500,6.0,0,1000
Refael,Ramaiah, 202,125-1106,WASHINGTON,DC,20216,S,Y,56000,9.0,1370,1370
Yongwha,Leherte, 303,184-1195,PARLIN,CO,81239,M,Y,84500,4.63,0,0
Kamran,Gertz, 939,112-1956,CAROLINA,PR,00985,S,Y,41500,0.0,0,0
Arendse,Stampfel, 505,111-2047,SANTA FE,NM,87506,M,Y,64000,5.3,0,3300
Changqing,Price, 269,158-1522,BURT,MI,48417,M,N,80000,3.9,0,0
Harjinder,Benzmuller, 307,193-1288,HORSE CREEK,WY,82061,S,Y,85500,0.0,0,0
Kaijung,Ullah, 585,156-2061,EAST SETAUKET,NY,11733,S,Y,81500,4.425762,0,1000
Luisa,Boffa, 804,167-1230,CHARLOTTESVILLE,VA,22905,M,Y,47500,5.75,0,900
Ruud,Vinson, 304,187-1316,THORNTON,WV,26440,S,Y,4500,3.0,2000,2000
Joford,Yagiura, 801,127-1778,BRYCE,UT,84764,M,Y,17000,7.0,0,2475
Idris,Hobgood, 918,157-1563,VALLIANT,OK,74764,S,N,92000,6.25,1000,0
Kitty,Cavalloro, 505,181-1277,HIGH ROLLS MOUNTAIN PARK,NM,88325,S,Y,61000,5.3,3300,3300
Stevo,Gibbs, 206,182-1900,HARTLINE,WA,99135,M,N,14500,0.0,0,0
Naohiro,Hacid, 360,107-2016,SPOKANE,WA,99252,M,N,89000,0.0,0,0
Itai,Mancho, 802,159-1547,MONTPELIER,VT,05602,S,Y,19500,3.6,3300,3300
Alkiviadis,Ponceleon, 307,159-1130,ARVADA,WY,82831,S,Y,50000,0.0,0,0
Joydip,Heydon, 410,142-2037,BALTIMORE,MD,21268,M,N,97000,4.75,0,0
Ersan,Kikuchi, 540,194-1042,NELSON,VA,24580,M,N,16000,5.4821424,0,0
Bartolome,Scholler, 641,126-1818,HOSPERS,IA,51238,M,N,55500,8.732069,0,0
Shona,Basler, 573,154-1081,PHILLIPSBURG,MO,65722,M,N,37500,6.0,0,0
Tianji,Hensel, 505,192-1184,RIO RANCHO,NM,87174,M,N,63000,5.3,0,0
Desmond,Shedroff, 808,121-1603,KAPOLEI,HI,96707,S,Y,42500,8.25,1040,1040
Prasant,Aoe, 606,121-1907,CANEYVILLE,KY,42721,S,N,52000,4.7222223,20,0
Yael,Khanna, 401,102-1072,WAKEFIELD,RI,02879,M,Y,88000,0.0,0,0
Averill,Imam, 719,143-1336,COLORADO SPRINGS,CO,80939,M,N,21000,4.63,0,0
Toshifumi,Streitz, 843,100-1579,GREAT FALLS,SC,29055,S,N,6500,4.2203307,3300,0
Keiki,Goodrum, 435,181-1225,ELBERTA,UT,84626,M,Y,31500,7.0,0,2475
Sylvain,Raju, 304,108-1484,HELVETIA,WV,26224,M,N,49500,5.7650003,0,0
Folke,Salvaneschi, 207,135-1417,LIMESTONE,ME,04751,S,N,52500,8.5,2850,0
Tracey,Popa, 208,169-1155,PINGREE,ID,83262,S,N,100000,7.8,3300,0
Rand,Rusterholz, 610,117-1880,CEDAR RUN,PA,17727,S,Y,91000,3.07,0,0
Heung,Jagannathan, 989,127-1714,LAINGSBURG,MI,48848,S,N,23500,3.9,3100,0
Juanita,Wadge, 802,100-1286,SOUTH WOODSTOCK,VT,05071,M,N,89000,4.7758217,0,0
Tilman,Durer, 219,103-1758,MONROE,IN,46772,S,N,11500,3.4,1000,0
Huo,Olkin, 586,145-1102,DETROIT,MI,48223,M,Y,36500,3.9,0,3100
Bevan,Karp, 769,121-1611,NORTH CARROLLTON,MS,38947,S,N,43000,5.0,6000,0
Giannis,Frisberg, 804,159-1412,NOKESVILLE,VA,20182,S,N,27500,5.75,900,0
Kukhamay,Roncato, 775,140-1604,LAS VEGAS,NV,89108,S,N,93000,0.0,0,0
Watani,Heinen, 769,183-1668,NATCHEZ,MS,39120,S,Y,37500,5.0,6000,1500
Falk,Diderrich, 207,103-1886,JONESPORT,ME,04649,S,N,72000,8.5,2850,0
Plamen,Pinger, 401,139-1268,NARRAGANSETT,RI,02882,S,Y,49000,0.0,0,0
Alice,Wohn, 414,170-1535,ELK MOUND,WI,54739,M,Y,4500,4.6,0,400
Jonas,McElwain, 804,105-1059,SUFFOLK,VA,23437,S,N,69000,5.75,900,0
Hemant,Hylton, 574,197-1230,KIMMELL,IN,46760,M,Y,61000,3.4,0,1000
Vittal,Cosica, 432,104-1480,KENNEDALE,TX,76060,M,Y,86500,0.0,0,0
Panayotis,Efe, 318,135-1690,SHREVEPORT,LA,71119,S,N,10000,2.0,4500,0
Zhichen,Knasmuller, 856,188-1075,ELIZABETHPORT,NJ,07206,S,Y,4500,1.4,1000,1500
Kenko,Biryukow, 401,166-1224,JAMESTOWN,RI,02835,M,Y,30500,0.0,0,0
Neli,Emiris, 907,125-1886,MARSHALL,AK,99585,M,N,80500,0.0,0,0
Estanislao,Nooteboom, 505,159-1602,SPRINGER,NM,87747,M,N,4500,1.7,0,0
Guttorm,Lodder, 252,114-1640,KERNERSVILLE,NC,27284,S,Y,12000,6.0,3300,3300
Kiyoko,Esteves, 202,184-1108,WASHINGTON,DC,20507,M,Y,2500,4.5,0,1370
Reino,Althammer, 609,112-1106,NUTLEY,NJ,07110,S,Y,52500,1.9125521,1000,1500
Dongdong,Boehm, 443,181-1933,ANNAPOLIS,MD,21412,M,N,22000,4.75,0,0
Waleed,Aboulhamid, 808,169-1940,HONOLULU,HI,96807,M,Y,89000,8.25,0,1040
Cen,Goraine, 307,146-2034,HILAND,WY,82638,M,Y,47000,0.0,0,0
